,data,CO max,H2S max,NO max,NO2 max,NOx max,PM1 max,PM10 max,PM2.5 max,SO2 max,CO,H2S,NO,NO2,NOx,PM1,PM10,PM2.5,SO2
37,2010-02-07,,1.1,5.0,60.0,,,,,4.0,,1.0166666666666668,1.9583333333333333,20.416666666666668,,,,,1.4583333333333333
38,2010-02-08,,2.1,45.0,60.0,,,,,5.0,,1.4615384615384615,13.909090909090908,35.63636363636363,,,,,2.4615384615384617
39,2010-02-09,0.5,1.0,2.0,17.0,,,,,1.0,0.5,1.0,1.1666666666666667,12.25,,,,,1.0
40,2010-02-10,0.2,1.1,2.0,26.0,,,,,1.0,0.19999999999999998,1.0083333333333333,1.0416666666666667,11.083333333333334,,,,,1.0
41,2010-02-11,0.3,1.2,4.0,29.0,,,,,1.0,0.20416666666666672,1.0375000000000003,1.3333333333333333,11.208333333333334,,,,,1.0
42,2010-02-12,0.2,1.6,1.0,30.0,,,,,1.0,0.19999999999999998,1.2909090909090912,1.0,14.818181818181818,,,,,1.0
43,2010-02-13,0.4,3.0,11.0,38.0,,,,,1.0,0.28888888888888886,1.4434782608695653,2.260869565217391,18.043478260869566,,,,,1.0
44,2010-02-14,,2.0,17.0,60.0,,,,,1.0,,1.2739130434782613,2.5217391304347827,18.652173913043477,,,,,1.0
45,2010-02-15,,3.9,52.0,73.0,,,,,2.0,,1.945833333333333,8.958333333333334,40.291666666666664,,,,,1.0416666666666667
46,2010-02-16,0.2,3.2,57.0,92.0,,,,,2.0,0.19999999999999998,1.3374999999999997,11.958333333333334,44.958333333333336,,,,,1.1666666666666667
47,2010-02-17,0.3,2.1,65.0,79.0,,,,,3.0,0.20869565217391312,1.2652173913043478,17.565217391304348,47.04347826086956,,,,,1.3478260869565217
48,2010-02-18,0.3,2.8,51.0,63.0,,,,,10.0,0.2083333333333334,1.2583333333333335,11.541666666666666,34.208333333333336,,,,,2.125
49,2010-02-19,0.2,1.0,4.0,24.0,,,,,1.0,0.20000000000000007,1.0,1.2173913043478262,10.565217391304348,,,,,1.0
50,2010-02-20,0.8,1.4,7.0,53.0,,,,,4.0,0.36666666666666664,1.0666666666666667,1.3333333333333333,12.25,,,,,1.125
51,2010-02-21,1.0,2.3,11.0,47.0,,,,,4.0,0.7722222222222224,1.4500000000000002,4.444444444444445,35.888888888888886,,,,,1.2777777777777777
52,2010-02-22,1.4,2.4,84.0,92.0,,,,,12.0,0.6291666666666663,1.4916666666666665,33.958333333333336,58.0,,,,,3.2916666666666665
53,2010-02-23,0.4,2.4,35.0,82.0,,,,,1.0,0.23478260869565218,1.1869565217391305,5.565217391304348,28.043478260869566,,,,,1.0
54,2010-02-24,0.7,1.3,26.0,88.0,,,,,1.0,0.35416666666666674,1.0208333333333333,2.4166666666666665,17.041666666666668,,,,,1.0
55,2010-02-25,0.9,4.3,134.0,95.0,,,,,6.0,0.5,1.4304347826086956,18.565217391304348,50.130434782608695,,,,,1.4782608695652173
