,data_lectura,Pressió atmosfèrica màxima,Pressió atmosfèrica mínima,Humitat relativa màxima,Velocitat del vent a 10 m (esc.),Direcció de vent 10 m (m. 1),Temperatura,Humitat relativa,Pressió atmosfèrica,Precipitació,Irradiància solar global,Temperatura màxima,Temperatura mínima,Humitat relativa mínima,Ratxa màxima del vent a 10 m,Direcció de la ratxa màxima del vent a 10 m,Precipitació màxima en 1 minut
1549,2014-03-30,1012.0833333333334,1011.8249999999999,90.72916666666667,2.5104166666666665,87.83333333333333,13.547916666666666,90.1875,1011.9499999999999,0.9687500000000001,28.895833333333332,13.654166666666669,13.433333333333335,89.72916666666667,5.085416666666667,86.10416666666667,0.12708333333333333
1550,2014-03-31,1014.8666666666671,1014.61875,89.72916666666667,1.402083333333333,182.35416666666666,14.045833333333333,88.625,1014.7520833333332,0.004166666666666667,232.52083333333334,14.333333333333336,13.758333333333333,87.54166666666667,2.8166666666666664,163.875,0.004166666666666667
1551,2014-04-01,1013.0812499999998,1012.7583333333337,85.85416666666667,1.5729166666666672,83.54166666666667,13.154166666666661,84.45833333333333,1012.9187500000002,0.0,205.25,13.495833333333335,12.841666666666669,82.79166666666667,2.964583333333334,83.27083333333333,0.0
1552,2014-04-02,1004.1416666666665,1003.3749999999999,72.75,3.2020833333333343,69.41666666666667,15.229166666666671,70.875,1003.7770833333335,0.004166666666666667,88.27083333333333,15.472916666666668,14.972916666666665,69.16666666666667,6.589583333333333,68.52083333333333,0.004166666666666667
1553,2014-04-03,997.7875,997.4187499999999,90.35416666666667,2.6770833333333335,177.79166666666666,13.43125,89.25,997.6229166666667,0.9104166666666665,31.208333333333332,13.606250000000001,13.256250000000001,87.8125,5.647916666666666,170.08333333333334,0.15208333333333326
1554,2014-04-04,1007.5875,1007.1333333333332,53.145833333333336,5.781249999999999,289.9375,16.83333333333333,51.479166666666664,1007.3729166666668,0.0,260.375,17.12916666666667,16.585416666666664,50.104166666666664,11.174999999999999,289.8958333333333,0.0
1555,2014-04-05,1014.1458333333336,1013.8291666666669,59.604166666666664,3.0062499999999996,188.97916666666666,18.033333333333335,56.729166666666664,1014.0020833333328,0.0,285.5833333333333,18.51458333333333,17.50416666666667,54.166666666666664,5.877083333333332,199.5,0.0
1556,2014-04-06,1018.5854166666667,1018.3833333333336,74.27083333333333,1.6604166666666664,124.95833333333333,15.44583333333334,72.20833333333333,1018.4874999999998,0.0,281.3541666666667,15.925000000000002,15.033333333333331,69.79166666666667,3.3187499999999996,114.16666666666667,0.0
1557,2014-04-07,1019.3020833333334,1019.083333333333,87.08333333333333,1.4645833333333333,188.8125,13.55625,85.66666666666667,1019.1999999999995,0.0,249.14583333333334,13.906250000000005,13.241666666666667,84.16666666666667,2.779166666666668,160.75,0.0
1558,2014-04-08,1021.6708333333336,1021.4458333333336,85.58333333333333,1.6250000000000007,138.29166666666666,14.862499999999997,84.20833333333333,1021.5562500000002,0.0,244.20833333333334,15.249999999999998,14.514583333333333,82.45833333333333,3.0937500000000004,138.10416666666666,0.0
